code|name|parentCode
Z11.4|Специальное скрининговое обследование с целью выявления инфицирования вирусом иммунодефицита человека [ВИЧ]|Z11
Z11.5|Специальное скрининговое обследование с целью выявления других вирусных болезней|Z11
Z11.6|Специальное скрининговое обследование с целью выявления других протозойных болезней и гельминтозов|Z11
Z11.8|Специальное скрининговое обследование с целью выявления других инфекционных и паразитарных болезней|Z11
Z11.9|Специальное скрининговое обследование с целью выявления инфекционных и паразитарных болезней неуточненных|Z11
Z12|Специальное скрининговое обследование с целью выявления злокачественных новообразований|Z00-Z13
Z12.0|Специальное скрининговое обследование с целью выявления новообразования желудка|Z12
Z12.1|Специальное скрининговое обследование с целью выявления новообразований желудочно-кишечного тракта|Z12
Z12.2|Специальное скрининговое обследование с целью выявления новообразования органов дыхания|Z12
Z12.3|Специальное скрининговое обследование с целью выявления новообразований молочной железы|Z12
Z12.4|Специальное скрининговое обследование с целью выявления новообразования шейки матки|Z12
Z12.5|Специальное скрининговое обследование с целью выявления новообразования простаты|Z12
Z12.6|Специальное скрининговое обследование с целью выявления новообразования мочевого пузыря|Z12
Z12.8|Специальное скрининговое обследование с целью выявления новообразований других органов|Z12
Z12.9|Специальное скрининговое обследование с целью выявления новообразования неуточненного|Z12
Z13|Специальное скрининговое обследование с целью выявления других болезней и нарушений|Z00-Z13
Z13.0|Специальное скрининговое обследование с целью выявления болезней крови и кроветворных органов, а также некоторых нарушений, вовлекающих иммунный механизм|Z13
Z13.1|Специальное скрининговое обследование с целью выявления сахарного диабета|Z13
Z13.2|Специальное скрининговое обследование с целью выявления расстройств питания|Z13
Z13.3|Специальное скрининговое обследование с целью выявления психических расстройств и нарушений поведения|Z13
Z13.4|Специальное скрининговое обследование с целью выявления отклонений от нормального развития в детстве|Z13
Z13.5|Специальное скрининговое обследование с целью выявления болезней глаза и уха|Z13
Z13.6|Специальное скрининговое обследование с целью выявления нарушений сердечно-сосудистой системы|Z13
Z13.7|Специальное скрининговое обследование с целью выявления врожденных аномалий, деформаций и хромосомных нарушений|Z13
Z13.8|Специальное скрининговое обследование с целью выявления других уточненных болезней и состояний|Z13
Z13.9|Специальное скрининговое обследование неуточненное|Z13
Z20|Контакт с больным и возможность заражения инфекционными болезнями|Z20-Z29
Z20-Z29|Потенциальная опасность для здоровья, связанная с инфекционными болезнями|Z00-Z99
Z20.0|Контакт с больным и возможность заражения инфекционными болезнями кишечника|Z20
Z20.1|Контакт с больным и возможность заражения туберкулезом|Z20
Z20.2|Контакт с больным и возможность заражения инфекционной болезнью, передаваемой преимущественно половым путем|Z20
Z20.3|Контакт с больным и возможность заражения бешенством|Z20
Z20.4|Контакт с больным и возможность заражения краснухой|Z20
Z20.5|Контакт с больным и возможность заражения вирусным гепатитом|Z20
Z20.6|Контакт с больным и возможность заражения вирусом иммунодефицита человека [ВИЧ]|Z20
Z20.7|Контакт с больным и возможность заражения педикулезом, акариазом и другими инвазиями|Z20
Z20.8|Контакт с больным и возможность заражения другими инфекционными болезнями|Z20
Z20.9|Контакт с больным и возможность заражения другими неуточненными инфекционными болезнями|Z20
Z21|Бессимптомный инфекционный статус, вызванный вирусом иммунодефицита человека [ВИЧ]|Z20-Z29
Z22|Носительство возбудителя инфекционной болезни|Z20-Z29
Z22.0|Носительство возбудителя брюшного тифа|Z22
Z22.1|Носительство возбудителей других желудочно-кишечных болезней|Z22
Z22.2|Носительство возбудителя дифтерии|Z22
Z22.3|Носительство возбудителей других уточненных бактериальных болезней|Z22
Z22.4|Носительство возбудителей инфекционных болезней, передаваемых преимущественно половым путем|Z22
Z22.5|Носительство возбудителя вирусного гепатита|Z22
Z22.6|Носительство человеческого T-лимфотропного вируса типа I [HTLV-1]|Z22
Z22.8|Носительство возбудителя другой инфекционной болезни|Z22
Z22.9|Носительство возбудителя инфекционной болезни неуточненной|Z22
Z23|Необходимость иммунизации против одной бактериальной болезни|Z20-Z29
Z23.0|Необходимость иммунизации только против холеры|Z23
Z23.1|Необходимость иммунизации только против брюшного тифа и паратифа|Z23
Z23.2|Необходимость иммунизации против туберкулеза [БЦЖ]|Z23
Z23.3|Необходимость иммунизации против чумы|Z23
Z23.4|Необходимость иммунизации против туляремии|Z23
Z23.5|Необходимость иммунизации только против столбняка|Z23
Z23.6|Необходимость иммунизации только против дифтерии|Z23
Z23.7|Необходимость иммунизации только против коклюша|Z23
Z23.8|Необходимость иммунизации против другой одной бактериальной болезни|Z23
Z24|Необходимость иммунизации против одной определенной вирусной болезни|Z20-Z29
Z24.0|Необходимость иммунизации против полиомиелита|Z24
Z24.1|Необходимость иммунизации против вирусного энцефалита, передаваемого членистоногими|Z24
Z24.2|Необходимость иммунизации против бешенства|Z24
Z24.3|Необходимость иммунизации против желтой лихорадки|Z24
Z24.4|Необходимость иммунизации только против кори|Z24
Z24.5|Необходимость иммунизации только против краснухи|Z24
Z24.6|Необходимость иммунизации против вирусного гепатита|Z24
Z25|Необходимость иммунизации против одной из других вирусных болезней|Z20-Z29
Z25.0|Необходимость иммунизации только против эпидемического паротита|Z25
Z25.1|Необходимость иммунизации против гриппа|Z25
Z25.8|Необходимость иммунизации против другой уточненной одной вирусной болезни|Z25
Z26|Необходимость иммунизации против одной из других инфекционных болезней|Z20-Z29
Z26.0|Необходимость иммунизации против лейшманиоза|Z26
Z26.8|Необходимость иммунизации против другой уточненной одной инфекционной болезни|Z26
Z26.9|Необходимость иммунизации против неуточненной инфекционной болезни|Z26
Z27|Необходимость иммунизации против комбинаций инфекционных болезней|Z20-Z29
Z27.0|Необходимость иммунизации против холеры и брюшного тифа-паратифа|Z27
Z27.1|Необходимость иммунизации против дифтерии-столбняка-коклюша [КДС]|Z27
Z27.2|Необходимость иммунизации против дифтерии-столбняка-коклюша и брюшного тифа-паратифа|Z27
Z27.3|Необходимость иммунизации против дифтерии-столбняка-коклюша и полиомиелита|Z27
Z27.4|Необходимость иммунизации против кори-эпидемического паротита-краснухи|Z27
Z27.8|Необходимость иммунизации против других комбинаций инфекционных болезней|Z27
Z27.9|Необходимость иммунизации против неуточненных комбинацийинфекционных болезней|Z27
Z28|Непроведенная иммунизация|Z20-Z29
Z28.0|Иммунизация не проведена из-за медицинских противопоказаний|Z28
Z28.1|Иммунизация не проведена из-за отказа пациента по причине его убеждений или группового давления|Z28
Z28.2|Иммунизация не проведена из-за отказа пациента по другой или неуточненной причине|Z28
Z28.8|Иммунизация не проведена по другой причине|Z28
Z28.9|Иммунизация не проведена по неуточненной причине|Z28
Z29|Необходимость других профилактических мер|Z20-Z29
Z29.0|Изоляция|Z29
Z29.1|Профилактическая иммунотерапия|Z29
Z29.2|Другой вид профилактической химиотерапии|Z29
Z29.8|Другие уточненные профилактические меры|Z29
Z29.9|Неуточненная профилактическая мера|Z29
Z30|Наблюдение за применением противозачаточных средств|Z30-Z39
Z30-Z39|Обращения в учреждения здравоохранения в связи с обстоятельствами, относящимися к репродуктивной функции|Z00-Z99
Z30.0|Общие советы и консультации по контрацепции|Z30
Z30.1|Введение (внутриматочного) противозачаточного средства|Z30
Z30.2|Стерилизация|Z30
Z30.3|Вызывание менструаций|Z30
Z30.4|Наблюдение за применением противозачаточных лекарственных средств|Z30
Z30.5|Наблюдение за применением (внутриматочного) противозачаточного средства|Z30
Z30.8|Другой вид наблюдения за применением контрацепции|Z30
Z30.9|Наблюдение за применением контрацепции неуточненное|Z30
Z31|Восстановление и сохранение детородной функции|Z30-Z39
Z31.0|Тубопластика или вазопластика после ранее проведенной стерилизации|Z31
Z31.1|Искусственное оплодотворение|Z31
Z31.2|Оплодотворение|Z31
Z31.3|Другие методы, способствующие оплодотворению|Z31
Z31.4|Исследования и пробы по восстановлению детородной функции|Z31
Z31.5|Генетическое консультирование|Z31
Z31.6|Общее консультирование и советы по восстановлению детородной функции|Z31
Z31.8|Другие меры по восстановлению детородной функции|Z31
Z31.9|Мера по восстановлению детородной функции неуточненная|Z31
Z32|Обследование и тесты для установления беременности|Z30-Z39
Z32.0|Беременность, (еще) не подтвержденная|Z32
Z32.1|Беременность подтвержденная|Z32
Z33|Состояние, свойственное беременности|Z30-Z39
Z34|Наблюдение за течением нормальной беременности|Z30-Z39
Z34.0|Наблюдение за течением нормальной первой беременности|Z34
Z34.8|Наблюдение за течением другой нормальной беременности|Z34
Z34.9|Наблюдение за течением нормальной беременности неуточненной|Z34
Z35|Наблюдение за течением беременности у женщины, подвергающейся высокому риску|Z30-Z39
Z35.0|Наблюдение за течением беременности у женщины с бесплодием в анамнезе|Z35
Z35.1|Наблюдение за течением беременности у женщины с абортивными выкидышами в анамнезе|Z35
Z35.2|Наблюдение за течением беременности у женщины с другим отягощенным анамнезом, касающимся деторождения или акушерских проблем|Z35
Z35.3|Наблюдение за течением беременности у женщины с недостаточной предродовой помощью в анамнезе|Z35
Z35.4|Наблюдение за течением беременности у многорожавшей женщины|Z35
Z35.5|Наблюдение за старой первородящей|Z35
Z35.6|Наблюдение за очень юной первородящей|Z35
Z35.7|Наблюдение за беременностью у женщины, подверженной высокой степени риска вследствие социальных проблем|Z35
Z35.8|Наблюдение за беременностью у женщины, подверженной другой высокой степени риска|Z35
Z35.9|Наблюдение за беременностью у женщины, подверженной высокой степени риска неуточненного характера|Z35
Z36|Дородовое обследование с целью выявления патологии у плода[антенатальный скрининг]|Z30-Z39
Z36.0|Антенатальный скрининг для выявления хромосомных аномалий|Z36
Z36.1|Антенатальный скрининг для выявления повышенного уровня альфа-фетопротеина в амниотической жидкости|Z36
Z36.2|Другой вид антенатального скрининга, основанный на амниоцентезе|Z36
Z36.3|Антенатальный скрининг с помощью ультразвука или других физических методов для выявления аномалий развития|Z36
Z36.4|Антенатальный скрининг с помощью ультразвука или других физических методов для выявления задержки роста плода|Z36
Z36.5|Антенатальный скрининг для выявления изоиммунизации|Z36
Z36.8|Другой вид антенатального скрининга|Z36
Z36.9|Неуточненный вид антенатального скрининга|Z36
Z37|Исход родов|Z30-Z39
Z37.0|Один живорожденный|Z37
Z37.1|Один мертворожденный|Z37
Z37.2|Двойня, оба живорожденные|Z37
Z37.3|Двойня, один живорожденный, другой мертворожденный|Z37
Z37.4|Двойня, оба мертворожденные|Z37
Z37.5|Другие многоплодные роды, все живорожденные|Z37
Z37.6|Другие многоплодные роды, есть живорожденные и мертворожденные|Z37
Z37.7|Другие многоплодные роды, все мертворожденные|Z37
Z37.9|Неуточненный исход родов|Z37
Z38|Живорожденные младенцы, согласно месту рождения|Z30-Z39
Z38.0|Один ребенок, рожденный в стационаре|Z38
Z38.1|Один ребенок, рожденный вне стационара|Z38
Z38.2|Один ребенок, рожденный в неуточненном месте|Z38
Z38.3|Двойня, рожденная в стационаре|Z38
Z38.4|Двойня, рожденная вне стационара|Z38
Z38.5|Двойня, рожденная в неуточненном месте|Z38
Z38.6|Другие новорожденные из многоплодных родов, родившиеся в стационаре|Z38
Z38.7|Другие новорожденные из многоплодных родов, родившиеся вне стационара|Z38
Z38.8|Другие новорожденные из многоплодных родов, родившиеся в неуточненном месте|Z38
Z39|Послеродовая помощь и обследование|Z30-Z39
Z39.0|Помощь и обследование непосредственно после родов|Z39
Z39.1|Помощь и обследование кормящей матери|Z39
Z39.2|Рутинное послеродовое наблюдение|Z39
Z40|Профилактическое хирургическое вмешательство|Z40-Z54
Z40-Z54|Обращения в учреждения здравоохранения в связи с необходимостью проведения специфических процедур и получения медицинской помощи|Z00-Z99
Z40.0|Профилактическое хирургическое вмешательство при наличии факторов риска, со злокачественной опухолью|Z40
Z40.8|Другой вид профилактического хирургического вмешательства|Z40
Z40.9|Профилактическое хирургическое вмешательство неуточненное|Z40
Z41|Процедуры, проводимые не с лечебными целями|Z40-Z54
Z41.0|Трансплантация волосистого участка кожи|Z41
Z41.1|Другие виды восстановительного хирургического вмешательства с целью устранения недостатков внешности|Z41
Z41.2|Принятое или ритуальное обрезание|Z41
Z41.3|Прокалывание ушей|Z41
Z41.8|Другие процедуры, не имеющие лечебных целей|Z41
Z41.9|Неуточненная процедура, не имеющая лечебных целей|Z41
Z42|Последующая помощь с применением восстановительного хирургического вмешательства|Z40-Z54
Z42.0|Последующая помощь с применением восстановительной хирургии в области головы и шеи|Z42
Z42.1|Последующая помощь с применением восстановительной хирургии грудных желез|Z42
Z42.2|Последующая помощь с применением восстановительной хирургии других частей туловища|Z42
Z42.3|Последующая помощь с применением восстановительной хирургии верхних конечностей|Z42
Z42.4|Последующая помощь с применением восстановительной хирургии нижних конечностей|Z42
Z42.8|Последующая помощь с применением восстановительной хирургии других частей тела|Z42
Z42.9|Последующая помощь с применением восстановительной хирургии неуточненная|Z42
Z43|Уход за искусственными отверстиями|Z40-Z54
Z43.0|Уход за трахеостомой|Z43
Z43.1|Уход за гастростомой|Z43
Z43.2|Уход за илеостомой|Z43
Z43.3|Уход за колостомой|Z43
Z43.4|Уход за другим искусственным отверстием пищеварительного тракта|Z43
Z43.5|Уход за цистостомой|Z43
Z43.6|Уход за другим искусственным отверстием мочевого тракта|Z43
Z43.7|Уход за искусственным влагалищем|Z43
Z43.8|Уход за другими уточненными искусственными отверстиями|Z43
Z43.9|Уход за неуточненным искусственным отверстием|Z43
Z44|Примерка и подгонка наружного протезного устройства|Z40-Z54
Z44.0|Примерка и подгонка искусственной руки (всей) (части)|Z44
Z44.1|Примерка и подгонка искусственной ноги (всей) (части)|Z44
Z44.2|Примерка и подгонка искусственного глаза|Z44
Z44.3|Примерка и подгонка наружного протеза молочной железы|Z44
Z44.8|Примерка и подгонка других внешних протезных устройств|Z44
Z44.9|Примерка и подгонка неуточненного внешнего протезного устройства|Z44
Z45|Установка и регулировка имплантированного устройства|Z40-Z54
Z45.0|Установка и регулировка искусственного водителя ритма сердца|Z45
Z45.1|Установка и регулировка капельницы|Z45
Z45.2|Установка и регулировка средства контроля состояния сосудов|Z45
Z45.3|Установка и регулировка имплантированного слухового устройства|Z45
Z45.8|Установка и регулировка других имплантированных приспособлений|Z45
Z45.9|Установка и регулировка неуточненного имплантированного приспособления|Z45
Z46|Примерка и подгонка других устройств|Z40-Z54
Z46.0|Примерка и подгонка очков и контактных линз|Z46
Z46.1|Примерка и подгонка слухового аппарата|Z46
Z46.2|Примерка и подгонка других устройств, имеющих отношение к нервной системе и органам чувств|Z46
Z46.3|Примерка и подгонка зубного протезного устройства|Z46
Z46.4|Примерка и подгонка ортодонтического устройства|Z46
Z46.5|Примерка и подгонка илеостомы и других кишечных приспособлений|Z46
Z46.6|Примерка и подгонка приспособления для мочевыделения|Z46
Z46.7|Примерка и подгонка ортопедического устройства|Z46
Z46.8|Примерка и подгонка другого уточненного ортопедического устройства|Z46
Z46.9|Примерка и подгонка другого неуточненного средства|Z46
Z47|Другие виды последующей ортопедической помощи|Z40-Z54
Z47.0|Удаление пластинки после сращения перелома, а также другого внутреннего фиксирующего устройства|Z47
Z47.8|Другой уточненный вид последующей ортопедической помощи|Z47
Z47.9|Последующая ортопедическая помощь неуточненная|Z47
Z48|Другие виды последующей хирургической помощи|Z40-Z54
Z48.0|Уход за хирургическими повязками и швами|Z48
Z48.8|Другие уточненные виды последующей хирургической помощи|Z48
Z48.9|Последующая хирургическая помощь неуточненная|Z48
Z49|Помощь, включающая диализ|Z40-Z54
Z49.0|Подготовительные процедуры для проведения диализа|Z49
Z49.1|Экстракорпоральный диализ|Z49
Z49.2|Другой вид диализа|Z49
Z50|Помощь, включающая использование реабилитационных процедур|Z40-Z54
Z50.0|Реабилитация при заболеваниях сердца|Z50
Z50.1|Другой вид физиотерапии|Z50
Z50.2|Реабилитация лиц, страдающих алкоголизмом|Z50
Z50.3|Реабилитация лиц, страдающих наркоманией|Z50
Z50.4|Психотерапия, не классифицированная в других рубриках|Z50
Z50.5|Речевая терапия|Z50
Z50.6|Неоперативное лечение косоглазия|Z50
Z50.7|Трудовая терапия и профессиональная реабилитация, не классифицированная в других рубриках|Z50
Z50.8|Лечение, включающее другие виды реабилитационных процедур|Z50
Z50.9|Лечение, включающее реабилитационную процедуру неуточненную|Z50
Z51|Другие виды медицинской помощи|Z40-Z54
Z51.0|Курс радиотерапии (поддерживающий)|Z51
Z51.1|Химиотерапия по поводу новообразования|Z51
Z51.2|Другие виды химиотерапии|Z51
Z51.3|Переливание крови без уточненного диагноза|Z51
Z51.4|Подготовительные процедуры для последующего лечения, не классифицированные в других рубриках|Z51
Z51.5|Паллиативная помощь|Z51
Z51.6|Десенсибилизация к аллергенам|Z51
Z51.8|Другой уточненный вид медицинской помощи|Z51
Z51.9|Медицинская помощь неуточненная|Z51
Z52|Доноры органов и тканей|Z40-Z54
Z52.0|Донор крови|Z52
Z52.1|Донор кожи|Z52
Z52.2|Донор кости|Z52
Z52.3|Донор костного мозга|Z52
Z52.4|Донор почки|Z52
Z52.5|Донор роговицы|Z52
Z52.8|Донор другого уточненного органа или ткани|Z52
Z52.9|Донор неуточненного органа или ткани|Z52
Z53|Обращения в учреждения здравоохранения в связи с невыполненными специфическими процедурами|Z40-Z54
Z53.0|Процедура не выполнена из-за наличия противопоказаний|Z53
Z53.1|Процедура не выполнена из-за отказа больного по убеждениям или из-за группового давления|Z53
Z53.2|Процедура не выполнена из-за отказа больного по другим и неуточненным причинам|Z53
Z53.8|Процедура не выполнена по другим причинам|Z53
Z53.9|Процедура не выполнена по неуточненной причине|Z53
Z54|Состояние выздоровления|Z40-Z54
Z54.0|Состояние выздоровления после хирургического вмешательства|Z54
Z54.1|Состояние выздоровления после радиотерапии|Z54
Z54.2|Состояние выздоровления после химиотерапии|Z54
Z54.3|Состояние выздоровления после психотерапии|Z54
Z54.4|Состояние выздоровления после лечения перелома|Z54
Z54.7|Состояние выздоровления после комбинированного лечения|Z54
Z54.8|Состояние выздоровления после другого лечения|Z54
Z54.9|Состояние выздоровления после неуточненного вида лечения|Z54
Z55|Проблемы, связанные с обучением и грамотностью|Z55-Z65
Z55-Z65|Потенциальная опасность для здоровья, связанная с социально-экономическими и психосоциальными обстоятельствами|Z00-Z99
Z55.0|Неграмотность или низкий уровень грамотности|Z55
Z55.1|Отсутствие способности к обучению|Z55
Z55.2|Провал на экзаменах|Z55
Z55.3|Отставание в учебе|Z55
Z55.4|Плохая адаптация к учебному процессу, конфликты с учителями и соучениками|Z55
Z55.8|Другие проблемы, связанные с образованием и грамотностью|Z55
Z55.9|Проблема, связанная с обучением и грамотностью неуточненная|Z55
Z56|Проблемы, связанные с работой и безработицей|Z55-Z65
Z56.0|Отсутствие работы неуточненное|Z56
Z56.1|Смена работы|Z56
Z56.2|Угроза потерять работу|Z56
Z56.3|Напряженное рабочее расписание|Z56
Z56.4|Конфликт с начальником и сослуживцами|Z56
Z56.5|Неподходящая работа|Z56
Z56.6|Другое физическое и психическое напряжение в работе|Z56
Z56.7|Другие и неуточненные проблемы, связанные с работой|Z56
Z57|Воздействие производственных факторов риска|Z55-Z65
Z57.0|Неблагоприятное воздействие производственного шума|Z57
Z57.1|Неблагоприятное воздействие производственной радиации|Z57
Z57.2|Неблагоприятное воздействие производственной пыли|Z57
Z57.3|Неблагоприятное воздействие других производственных загрязнителей воздуха|Z57
Z57.4|Неблагоприятное воздействие токсичных веществ, используемых в сельском хозяйстве|Z57
Z57.5|Неблагоприятное воздействие токсичных веществ в других производствах|Z57
Z57.6|Неблагоприятное воздействие производственных экстремальных температур|Z57
Z57.7|Неблагоприятное воздействие производственной вибрации|Z57
Z57.8|Неблагоприятное воздействие других факторов риска|Z57
Z57.9|Неблагоприятное воздействие неуточненных факторов риска|Z57
Z58|Проблемы, связанные с физическими факторами окружающей среды|Z55-Z65
Z58.0|Воздействие шума|Z58
Z58.1|Воздействие загрязнения воздуха|Z58
Z58.2|Воздействие загрязнения воды|Z58
Z58.3|Воздействие загрязнения почвы|Z58
Z58.4|Воздействие радиационного загрязнения|Z58
Z58.5|Воздействие другого загрязнения|Z58
Z58.6|Неадекватное снабжение питьевой водой|Z58
Z58.8|Другие проблемы, связанные с физическими факторами окружающей среды|Z58
Z58.9|Проблемы, связанные с физическими факторами окружающей среды, неуточненные|Z58
Z59|Проблемы, связанные с обстоятельствами жилищного и экономического характера|Z55-Z65
Z59.0|Отсутствие жилища (бездомность)|Z59
Z59.1|Неудовлетворительные жилищные условия|Z59
Z59.2|Конфликты с соседями, постояльцами, хозяевами|Z59
Z59.3|Проблемы, связанные с нахождением в учреждении постоянного проживания|Z59
Z59.4|Отсутствие адекватной пищи|Z59
Z59.5|Крайняя нищета|Z59
Z59.6|Низкий уровень дохода|Z59
Z59.7|Недостаточность социального страхования и латеральной поддержки|Z59
Z59.8|Другие проблемы, касающиеся экономических и жилищных условий|Z59
Z59.9|Проблема, касающаяся экономических и жилищных условий, неуточненная|Z59
Z60|Проблемы, связанные с адаптацией к изменению образа жизни|Z55-Z65
Z60.0|Проблемы, связанные с адаптацией к изменению образа жизни|Z60
Z60.1|Нетипичная ситуация с родителями|Z60
Z60.2|Проживание в одиночестве|Z60
Z60.3|Трудности, связанные с принятием другой культуры|Z60
Z60.4|Социальная изоляция и остракизм|Z60
Z60.5|Жертва ощущаемой дискриминации или гонения|Z60
Z60.8|Другие проблемы, связанные с социальным окружением|Z60
Z60.9|Проблема, связанная с факторами социального окружения неуточненная|Z60
Z61|Проблемы, связанные с неблагоприятными жизненными событиями в детстве|Z55-Z65
Z61.0|Потеря в детстве любимых родственников|Z61
Z61.1|Отлучение ребенка от дома|Z61
Z61.2|Изменение семейных взаимоотношений родственников в детстве|Z61
Z61.3|События, приводящие к снижению самооценки в детстве|Z61
Z61.4|Проблемы, связанные с возможным сексуальным изнасилованием ребенка лицом, принадлежащим к группе первичной поддержки|Z61
Z61.5|Проблемы, связанные с возможным изнасилованием ребенка посторонним лицом|Z61
Z61.6|Проблемы, связанные с возможным физическим насилием по отношению к ребенку|Z61
Z61.7|Личные потрясения, перенесенные в детстве|Z61
Z61.8|Другие неблагоприятные жизненные события в детстве|Z61
Z61.9|Неблагоприятное жизненное событие в детстве неуточненное|Z61
Z62|Другие проблемы, связанные с воспитанием ребенка|Z55-Z65
Z62.0|Неадекватность заботы и контроля со стороны родителей|Z62
Z62.1|Излишняя опека со стороны родителей|Z62
Z62.2|Воспитание в закрытом учреждении|Z62
Z62.3|Враждебное отношение и несправедливые претензии к ребенку|Z62
Z62.4|Эмоциональная заброшенность детей|Z62
Z62.5|Другие проблемы, связанные с недостатками в воспитании|Z62
Z62.6|Неприемлемое давление со стороны родителей и другие отрицательные факторы воспитания|Z62
Z62.8|Другие уточненные проблемы, связанные с воспитанием ребенка|Z62
Z62.9|Проблема, связанная с воспитанием ребенка, неуточненная|Z62
Z63|Другие проблемы, связанные с близкими людьми, включая семейные обстоятельства|Z55-Z65
Z63.0|Проблемы, связанные с взаимоотношениями супругов или партнеров|Z63
Z63.1|Проблемы взаимоотношений с родителями или родственниками жены или мужа|Z63
Z63.2|Недостаточная поддержка семьи|Z63
Z63.3|Отсутствие члена семьи|Z63
Z63.4|Исчезновение или смерть члена семьи|Z63
Z63.5|Распад семьи в результате разделения или развода|Z63
Z63.6|Зависимый член семьи, нуждающийся в уходе в домашних условиях|Z63
Z63.7|Другие стрессовые жизненные события, влияющие на семью и экономические условия|Z63
Z63.8|Другие уточненные проблемы, связанные с группой первичной поддержки|Z63
Z63.9|Проблемы, связанные с группой первичной поддержки, неуточненные|Z63
Z64|Проблемы, связанные с определенными психосоциальными обстоятельствами|Z55-Z65
Z64.0|Проблемы, связанные с нежелательной беременностью|Z64
Z64.1|Проблемы, связанные с многодетностью|Z64
Z64.2|Поиск и использование физических, пищевых и химических веществ, известных как вредные и опасные|Z64
Z64.3|Поиск и принятие действий поведенческого и психологического характера, известных как вредные и опасные|Z64
Z64.4|Конфликт с советником|Z64
Z65|Проблемы, связанные с другими психосоциальными обстоятельствами|Z55-Z65
Z65.0|Обвинение в гражданском или уголовном преступлении без заключения в тюрьму|Z65
Z65.1|Тюремное заключение и другое вынужденное лишение свободы|Z65
Z65.2|Проблемы, связанные с освобождением из тюрьмы|Z65
Z65.3|Проблемы, связанные с другими юридическими обстоятельствами|Z65
Z65.4|Жертва преступления и терроризма|Z65
Z65.5|Жертва стихийного бедствия, военных и других враждебных действий|Z65
Z65.8|Другие уточненные проблемы, связанные с обстоятельствами психологического характера|Z65
Z65.9|Проблема, связанная с неуточненными обстоятельствами пси хологического характера|Z65
Z70|Консультации, касающиеся сексуальных отношений, поведения и ориентации|Z70-Z76
Z70-Z76|Обращения в учреждения здравоохранения в связи с другими обстоятельствами|Z00-Z99
Z70.0|Консультировнаие, касающееся отношения к сексуальным вопросам|Z70
Z70.1|Консультирование, касающееся сексуального поведения или сексуальной ориентации|Z70
Z70.2|Консультирование, касающееся сексуального поведения и ориентации третьей стороны|Z70
